directory,filename,prefix,partition,accelerator,nodelist,steps,backend,caware,order,precision,nodes,tasks,etype,elements,DoFs,mean-perf,mean-perf-per-GPU
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes16_tasks64_hex96,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,0,3,double,16,64.0,hex,96,1097440000.0,27133545548.569283,423961649.19639504
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes16_tasks64_hex64,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,0,3,double,16,64.0,hex,64,320060160.0,16401335238.73907,256270863.10529798
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes16_tasks64_hex32,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,0,3,double,16,64.0,hex,32,38132480.0,4420625038.435567,69072266.22555573
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes16_tasks64_hex32,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,1,3,double,16,64.0,hex,32,38132480.0,3877770280.479359,60590160.63248999
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes16_tasks64_hex96,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,1,3,double,16,64.0,hex,96,1097440000.0,30100431648.712406,470319244.51113135
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes16_tasks64_hex256,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,0,3,double,16,64.0,hex,256,21224160000.0,55860874399.15497,872826162.4867964
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes16_tasks64_hex256,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,1,3,double,16,64.0,hex,256,21224160000.0,63181779681.46063,987215307.5228224
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes16_tasks64_hex128,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,1,3,double,16,64.0,hex,128,2621930240.0,38351097147.30583,599235892.9266536
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes20_tasks80_hex96,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,1,3,double,20,80.0,hex,96,1097440000.0,28976793186.00296,362209914.825037
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes20_tasks80_hex64,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,opencl,0,3,double,20,80.0,hex,64,320060160.0,12605411253.628002,157567640.67035002
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes20_tasks80_hex96,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,0,3,double,20,80.0,hex,96,1097440000.0,27456253263.336353,343203165.7917044
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes20_tasks80_hex128,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,opencl,0,3,double,20,80.0,hex,128,2621930240.0,33965358566.421974,424566982.0802747
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes20_tasks80_hex32,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,1,3,double,20,80.0,hex,32,38132480.0,3530182696.084106,44127283.701051325
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes20_tasks80_hex64,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,0,3,double,20,80.0,hex,64,320060160.0,16974787299.455465,212184841.24319333
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes20_tasks80_hex256,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,0,3,double,20,80.0,hex,256,,,
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes20_tasks80_hex64,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,1,3,double,20,80.0,hex,64,320060160.0,16520415940.694431,206505199.2586804
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes20_tasks80_hex96,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,opencl,0,3,double,20,80.0,hex,96,1097440000.0,24969822239.9576,312122777.99947
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes20_tasks80_hex32,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,opencl,0,3,double,20,80.0,hex,32,38132480.0,2209704481.725771,27621306.021572135
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes20_tasks80_hex32,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,0,3,double,20,80.0,hex,32,38132480.0,4279388992.767669,53492362.40959586
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes20_tasks80_hex128,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,1,3,double,20,80.0,hex,128,2621930240.0,38108212218.51467,476352652.7314334
solns/spitfireStrongpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes20_tasks80_hex128,degrees_of_freedom.dat,spitfireStrong,all,v100,spitfire-ng01,10000,cuda,0,3,double,20,80.0,hex,128,2621930240.0,34929726758.91799,436621584.4864749
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes1_tasks1_hex80,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,1,1.0,hex,80,631089920.0,1636134629.44573,1636134629.44573
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes1_tasks1_hex48,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,opencl,0,3,double,1,1.0,hex,48,132893440.0,1624434798.75055,1624434798.75055
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes1_tasks1_hex80,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,1,1.0,hex,80,631089920.0,1636161766.338724,1636161766.338724
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes1_tasks1_hex48,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,1,1.0,hex,48,132893440.0,1651946911.574519,1651946911.574519
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes1_tasks1_hex48,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,1,1.0,hex,48,132893440.0,1651955699.684592,1651955699.684592
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes1_tasks2_hex60,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,1,2.0,hex,60,262885120.0,3271021053.093218,1635510526.546609
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes1_tasks2_hex60,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,1,2.0,hex,60,262885120.0,2710789340.064665,1355394670.0323324
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes1_tasks2_hex60,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,opencl,0,3,double,1,2.0,hex,60,262885120.0,2877559577.319616,1438779788.659808
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes1_tasks2_hex101,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,1,2.0,hex,101,1280000000.0,3019361443.211839,1509680721.6059196
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes1_tasks2_hex101,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,1,2.0,hex,101,1280000000.0,3225058948.252021,1612529474.1260104
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes1_tasks4_hex76,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,1,4.0,hex,76,540000000.0,6351489433.019949,1587872358.2549872
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes1_tasks4_hex127,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,1,4.0,hex,127,2560481280.0,5415984821.548099,1353996205.3870246
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes1_tasks4_hex76,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,opencl,0,3,double,1,4.0,hex,76,540000000.0,5101088039.661861,1275272009.9154654
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes1_tasks4_hex127,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,1,4.0,hex,127,2560481280.0,6364941954.792538,1591235488.6981344
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes1_tasks4_hex76,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,1,4.0,hex,76,540000000.0,4842234255.100983,1210558563.7752457
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes2_tasks8_hex96,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,2,8.0,hex,96,1097440000.0,7743695406.209222,967961925.7761527
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes2_tasks8_hex96,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,2,8.0,hex,96,1097440000.0,10005556312.650875,1250694539.0813594
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes2_tasks8_hex160,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,2,8.0,hex,160,5145189120.0,9237214947.753017,1154651868.4691272
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes2_tasks8_hex96,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,opencl,0,3,double,2,8.0,hex,96,1097440000.0,6065871055.085172,758233881.8856465
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes2_tasks8_hex160,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,2,8.0,hex,160,5145189120.0,12124376442.264568,1515547055.283071
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes4_tasks16_hex121,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,4,16.0,hex,121,2211840000.0,14228287022.806385,889267938.9253991
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes4_tasks16_hex121,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,4,16.0,hex,121,2211840000.0,16627403855.039349,1039212740.9399593
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes4_tasks16_hex121,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,opencl,0,3,double,4,16.0,hex,121,2211840000.0,11463462701.699818,716466418.8562386
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes4_tasks16_hex202,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,4,16.0,hex,202,10394369280.0,17194681491.104828,1074667593.1940517
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes4_tasks16_hex202,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,4,16.0,hex,202,10394369280.0,20876155956.94981,1304759747.3093631
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes8_tasks32_hex152,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,8,32.0,hex,152,4406977280.0,24317187363.615887,759912105.1129965
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes8_tasks32_hex152,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,8,32.0,hex,152,4406977280.0,28470943194.234905,889716974.8198408
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes8_tasks32_hex254,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,8,32.0,hex,254,20728674560.0,36841671756.958275,1151302242.404946
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes8_tasks32_hex152,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,opencl,0,3,double,8,32.0,hex,152,4406977280.0,26282635783.909927,821332368.2471852
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes8_tasks32_hex254,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,8,32.0,hex,254,20728674560.0,34062992221.49078,1064468506.9215869
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendopencl_caware0_order3_precisiondouble_nodes16_tasks64_hex192,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,opencl,0,3,double,16,64.0,hex,192,8918874880.0,43817705162.298836,684651643.1609193
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes16_tasks64_hex320,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,16,64.0,hex,320,41551051520.0,70800055005.81586,1106250859.4658728
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes16_tasks64_hex320,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,16,64.0,hex,320,41551051520.0,65691345490.0881,1026427273.2826265
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware0_order3_precisiondouble_nodes16_tasks64_hex192,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,0,3,double,16,64.0,hex,192,8918874880.0,42205751338.003174,659464864.6562996
solns/spitfireWeakpartitionall_gpuv100_nodelistspitfire-ng01_steps10000_backendcuda_caware1_order3_precisiondouble_nodes16_tasks64_hex192,degrees_of_freedom.dat,spitfireWeak,all,v100,spitfire-ng01,10000,cuda,1,3,double,16,64.0,hex,192,8918874880.0,47270987584.72869,738609181.0113858
